image_name,mask_type,wsmse_tag,swhdc_tag,erp_padding,lambda_rate,train_psnr,train_rate_bpp,train_rate_bits,eval_psnr,eval_wsssim,eval_y_rate_bpp,eval_y_rate_bits,eval_mlp_rate_bpp,eval_mlp_rate_bits,eval_arm_rate_bpp,eval_arm_rate_bits,eval_conv_rate_bpp,eval_conv_rate_bits,eval_border_rate_bpp,eval_border_rate_bits,eval_total_rate_bpp,eval_total_rate_bits,total_steps_1,total_steps_2
othim28,full,0,0,1,0.005,27.592809343618786,0.23823802173137665,124905.3359375,27.58626730915488,0.808688759803772,0.23845604062080383,125019.640625,0.0203704833984375,10680.0,0.009168624877929688,4807.0,0.01038360595703125,5444.0,0.0,0,0.25882652401924133,135699.640625,5000,1000
othim29,full,0,0,1,0.005,28.059952368185293,0.24069678783416748,126194.4375,28.047665805629777,0.8101339340209961,0.2409605085849762,126332.703125,0.01966094970703125,10308.0,0.009134292602539062,4789.0,0.009580612182617188,5023.0,0.0,0,0.26062145829200745,136640.703125,5000,1000
othim30,full,0,0,1,0.005,27.655244997467822,0.25625982880592346,134353.953125,27.6475333417892,0.8122844696044922,0.25725919008255005,134877.90625,0.018045425415039062,9461.0,0.00795745849609375,4172.0,0.009136199951171875,4790.0,0.0,0,0.2753046154975891,144338.90625,5000,1000
othim01,full,0,1,1,0.0035,29.828557879462636,0.20624694228172302,108132.796875,29.819019849261306,0.8383316993713379,0.2068432867527008,108445.453125,0.020784378051757812,10897.0,0.007925033569335938,4155.0,0.01189422607421875,6236.0,0.0,0,0.22762766480445862,119342.453125,5000,1000
othim02,full,0,1,1,0.0035,29.62736382016729,0.1898895502090454,99556.8125,29.604399983269804,0.8347148895263672,0.19012221693992615,99678.796875,0.021053314208984375,11038.0,0.00902557373046875,4732.0,0.011194229125976562,5869.0,0.0,0,0.21117553114891052,110716.796875,5000,1000
othim03,full,0,1,1,0.0035,29.778532502017555,0.21411535143852234,112258.109375,29.761352643321214,0.8347066640853882,0.21464335918426514,112534.9375,0.020151138305664062,10565.0,0.008831024169921875,4630.0,0.010377883911132812,5441.0,0.0,0,0.2347944974899292,123099.9375,5000,1000
othim04,full,0,1,1,0.0035,27.841254470630286,0.4659372866153717,244285.328125,27.838085063433226,0.8231903910636902,0.4670727550983429,244880.640625,0.021734237670898438,11395.0,0.0088653564453125,4648.0,0.011798858642578125,6186.0,0.0,0,0.48880699276924133,256275.640625,5000,1000
othim05,full,0,1,1,0.0035,28.57614964159308,0.367634117603302,192746.15625,28.56342486746793,0.8119760751724243,0.36787673830986023,192873.359375,0.020656585693359375,10830.0,0.009122848510742188,4783.0,0.010702133178710938,5611.0,0.0,0,0.3885333240032196,203703.359375,5000,1000
othim06,full,0,1,1,0.0035,28.58617570176486,0.3726189136505127,195359.625,28.57478571023675,0.8169527053833008,0.3736787438392639,195915.28125,0.020795822143554688,10903.0,0.0090484619140625,4744.0,0.010911941528320312,5721.0,0.0,0,0.3944745659828186,206818.28125,5000,1000
othim07,full,0,1,1,0.0035,31.35387960694858,0.16533440351486206,86682.84375,31.32420235831007,0.887174129486084,0.16621068120002747,87142.265625,0.021055221557617188,11039.0,0.009059906005859375,4750.0,0.011041641235351562,5789.0,0.0,0,0.18726590275764465,98181.265625,5000,1000
othim08,full,0,1,1,0.0035,31.4416408162524,0.14106139540672302,73956.796875,31.401828222798894,0.8852497935295105,0.14174491167068481,74315.15625,0.020738601684570312,10873.0,0.0089111328125,4672.0,0.010866165161132812,5697.0,0.0,0,0.16248351335525513,85188.15625,5000,1000
othim09,full,0,1,1,0.0035,31.38083139175068,0.16369274258613586,85822.140625,31.36074484633761,0.884706974029541,0.16603568196296692,87050.515625,0.018133163452148438,9507.0,0.0067119598388671875,3519.0,0.010463714599609375,5486.0,0.0,0,0.18416884541511536,96557.515625,5000,1000
othim10,full,0,1,1,0.0035,30.04225938537657,0.15398451685905457,80732.234375,30.018242554331625,0.7976200580596924,0.15432393550872803,80910.1875,0.020322799682617188,10655.0,0.008943557739257812,4689.0,0.010412216186523438,5459.0,0.0,0,0.17464673519134521,91565.1875,5000,1000
othim11,full,0,1,1,0.0035,29.61242158137507,0.16866472363471985,88428.890625,29.60578948124972,0.7938685417175293,0.16961374878883362,88926.453125,0.020694732666015625,10850.0,0.007848739624023438,4115.0,0.011880874633789062,6229.0,0.0,0,0.19030848145484924,99776.453125,5000,1000
othim12,full,0,1,1,0.0035,29.409366226632823,0.20303836464881897,106450.578125,29.397169851203667,0.7964221835136414,0.20552203059196472,107752.734375,0.018415451049804688,9655.0,0.0067462921142578125,3537.0,0.010723114013671875,5622.0,0.0,0,0.2239374816417694,117407.734375,5000,1000
